id_aluno;nome;id_curso;ano_ingresso
2023111001;Amanda Mendes Barbosa;111;2023
2023111002;Ana Pereira Rodrigues;111;2023
2023111003;Beatriz Pinto Moura;111;2023
2023111004;Bruno Costa Lima;111;2023
2023111005;Caio Silva Monteiro;111;2023
2023111006;Carla Rodrigues Carvalho;111;2023
2023111007;Daniel Almeida Rocha;111;2023
2023111008;Diego Santos Campos;111;2023
2023111009;Eduarda Nascimento Barbosa;111;2023
2023111010;Elisa Oliveira Silva;111;2023
2023111011;Felipe Lima Moura;111;2023
2023111012;Fernanda Souza Souza;111;2023
2023111013;Gabriela Araujo Monteiro;111;2023
2023111014;Gustavo Pereira Rodrigues;111;2023
2023111015;Helena Costa Lima;111;2023
2023111016;Henrique Fernandes Campos;111;2023
2023111017;Igor Rodrigues Carvalho;111;2023
2023111018;Isabela Carvalho Silva;111;2023
2023111019;Joao Gomes Souza;111;2023
2023111020;Juliana Almeida Rocha;111;2023
2023111021;Kamila Martins Rodrigues;111;2023
2023111022;Leandro Nascimento Barbosa;111;2023
2023111023;Lucas Rocha Lima;111;2023
2023111024;Mariana Ribeiro Carvalho;111;2023
2023111025;Milena Lima Moura;111;2023
2023111026;Natanael Araujo Monteiro;111;2023
2023111027;Nicolas Alves Rocha;111;2023
2023111028;Olivia Barbosa Barbosa;111;2023
2023111029;Paulo Melo Moura;111;2023
2023111030;Priscila Fernandes Campos;111;2023
2023111031;Quezia Freitas Monteiro;111;2023
2023111032;Rafael Moura Campos;111;2023
2023111033;Renato Carvalho Silva;111;2023
2023111034;Sabrina Teixeira Silva;111;2023
2023111035;Tatiane Gomes Souza;111;2023
2023111036;Tiago Correia Souza;111;2023
2023111037;Ursula Monteiro Rodrigues;111;2023
2023111038;Vitor Cardoso Lima;111;2023
2023111039;Wesley Batista Carvalho;111;2023
2023111040;Yasmin Campos Rocha;111;2023
2023112001;Amanda Mendes Barbosa;112;2023
2023112002;Ana Pereira Rodrigues;112;2023
2023112003;Beatriz Pinto Moura;112;2023
2023112004;Bruno Costa Lima;112;2023
2023112005;Caio Silva Monteiro;112;2023
2023112006;Carla Rodrigues Carvalho;112;2023
2023112007;Daniel Almeida Rocha;112;2023
2023112008;Diego Santos Campos;112;2023
2023112009;Eduarda Nascimento Barbosa;112;2023
2023112010;Elisa Oliveira Silva;112;2023
2023112011;Felipe Lima Moura;112;2023
2023112012;Fernanda Souza Souza;112;2023
2023112013;Gabriela Araujo Monteiro;112;2023
2023112014;Gustavo Pereira Rodrigues;112;2023
2023112015;Helena Costa Lima;112;2023
2023112016;Henrique Fernandes Campos;112;2023
2023112017;Igor Rodrigues Carvalho;112;2023
2023112018;Isabela Carvalho Silva;112;2023
2023112019;Joao Gomes Souza;112;2023
2023112020;Juliana Almeida Rocha;112;2023
2023112021;Kamila Martins Rodrigues;112;2023
2023112022;Leandro Nascimento Barbosa;112;2023
2023112023;Lucas Rocha Lima;112;2023
2023112024;Mariana Ribeiro Carvalho;112;2023
2023112025;Milena Lima Moura;112;2023
2023112026;Natanael Araujo Monteiro;112;2023
2023112027;Nicolas Alves Rocha;112;2023
2023112028;Olivia Barbosa Barbosa;112;2023
2023112029;Paulo Melo Moura;112;2023
2023112030;Priscila Fernandes Campos;112;2023
2023112031;Quezia Freitas Monteiro;112;2023
2023112032;Rafael Moura Campos;112;2023
2023112033;Renato Carvalho Silva;112;2023
2023112034;Sabrina Teixeira Silva;112;2023
2023112035;Tatiane Gomes Souza;112;2023
2023112036;Tiago Correia Souza;112;2023
2023112037;Ursula Monteiro Rodrigues;112;2023
2023112038;Vitor Cardoso Lima;112;2023
2023112039;Wesley Batista Carvalho;112;2023
2023112040;Yasmin Campos Rocha;112;2023
2023113001;Amanda Pinto Melo;113;2023
2023113002;Ana Costa Almeida;113;2023
2023113003;Beatriz Silva Teixeira;113;2023
2023113004;Bruno Rodrigues Araujo;113;2023
2023113005;Caio Santos Cardoso;113;2023
2023113006;Carla Almeida Gomes;113;2023
2023113007;Daniel Nascimento Ribeiro;113;2023
2023113008;Diego Oliveira Mendes;113;2023
2023113009;Eduarda Lima Melo;113;2023
2023113010;Elisa Souza Santos;113;2023
2023113011;Felipe Araujo Teixeira;113;2023
2023113012;Fernanda Pereira Pereira;113;2023
2023113013;Gabriela Fernandes Cardoso;113;2023
2023113014;Gustavo Costa Almeida;113;2023
2023113015;Helena Rodrigues Araujo;113;2023
2023113016;Henrique Carvalho Mendes;113;2023
2023113017;Igor Almeida Gomes;113;2023
2023113018;Isabela Gomes Santos;113;2023
2023113019;Joao Martins Pereira;113;2023
2023113020;Juliana Nascimento Ribeiro;113;2023
2023113021;Kamila Rocha Almeida;113;2023
2023113022;Leandro Lima Melo;113;2023
2023113023;Lucas Ribeiro Araujo;113;2023
2023113024;Mariana Alves Gomes;113;2023
2023113025;Milena Araujo Teixeira;113;2023
2023113026;Natanael Fernandes Cardoso;113;2023
2023113027;Nicolas Barbosa Ribeiro;113;2023
2023113028;Olivia Melo Melo;113;2023
2023113029;Paulo Freitas Teixeira;113;2023
2023113030;Priscila Carvalho Mendes;113;2023
2023113031;Quezia Moura Cardoso;113;2023
2023113032;Rafael Teixeira Mendes;113;2023
2023113033;Renato Gomes Santos;113;2023
2023113034;Sabrina Correia Santos;113;2023
2023113035;Tatiane Martins Pereira;113;2023
2023113036;Tiago Monteiro Pereira;113;2023
2023113037;Ursula Cardoso Almeida;113;2023
2023113038;Vitor Batista Araujo;113;2023
2023113039;Wesley Campos Gomes;113;2023
2023113040;Yasmin Mendes Ribeiro;113;2023
2023114001;Amanda Mendes Barbosa;114;2023
2023114002;Ana Pereira Rodrigues;114;2023
2023114003;Beatriz Pinto Moura;114;2023
2023114004;Bruno Costa Lima;114;2023
2023114005;Caio Silva Monteiro;114;2023
2023114006;Carla Rodrigues Carvalho;114;2023
2023114007;Daniel Almeida Rocha;114;2023
2023114008;Diego Santos Campos;114;2023
2023114009;Eduarda Nascimento Barbosa;114;2023
2023114010;Elisa Oliveira Silva;114;2023
2023114011;Felipe Lima Moura;114;2023
2023114012;Fernanda Souza Souza;114;2023
2023114013;Gabriela Araujo Monteiro;114;2023
2023114014;Gustavo Pereira Rodrigues;114;2023
2023114015;Helena Costa Lima;114;2023
2023114016;Henrique Fernandes Campos;114;2023
2023114017;Igor Rodrigues Carvalho;114;2023
2023114018;Isabela Carvalho Silva;114;2023
2023114019;Joao Gomes Souza;114;2023
2023114020;Juliana Almeida Rocha;114;2023
2023114021;Kamila Martins Rodrigues;114;2023
2023114022;Leandro Nascimento Barbosa;114;2023
2023114023;Lucas Rocha Lima;114;2023
2023114024;Mariana Ribeiro Carvalho;114;2023
2023114025;Milena Lima Moura;114;2023
2023114026;Natanael Araujo Monteiro;114;2023
2023114027;Nicolas Alves Rocha;114;2023
2023114028;Olivia Barbosa Barbosa;114;2023
2023114029;Paulo Melo Moura;114;2023
2023114030;Priscila Fernandes Campos;114;2023
2023114031;Quezia Freitas Monteiro;114;2023
2023114032;Rafael Moura Campos;114;2023
2023114033;Renato Carvalho Silva;114;2023
2023114034;Sabrina Teixeira Silva;114;2023
2023114035;Tatiane Gomes Souza;114;2023
2023114036;Tiago Correia Souza;114;2023
2023114037;Ursula Monteiro Rodrigues;114;2023
2023114038;Vitor Cardoso Lima;114;2023
2023114039;Wesley Batista Carvalho;114;2023
2023114040;Yasmin Campos Rocha;114;2023
2023131001;Amanda Campos Alves;131;2023
2023131002;Ana Souza Costa;131;2023
2023131003;Beatriz Mendes Freitas;131;2023
2023131004;Bruno Pereira Nascimento;131;2023
2023131005;Caio Pinto Correia;131;2023
2023131006;Carla Costa Fernandes;131;2023
2023131007;Daniel Rodrigues Martins;131;2023
2023131008;Diego Silva Batista;131;2023
2023131009;Eduarda Almeida Alves;131;2023
2023131010;Elisa Santos Pinto;131;2023
2023131011;Felipe Nascimento Freitas;131;2023
2023131012;Fernanda Oliveira Oliveira;131;2023
2023131013;Gabriela Lima Correia;131;2023
2023131014;Gustavo Souza Costa;131;2023
2023131015;Helena Pereira Nascimento;131;2023
2023131016;Henrique Araujo Batista;131;2023
2023131017;Igor Costa Fernandes;131;2023
2023131018;Isabela Fernandes Pinto;131;2023
2023131019;Joao Carvalho Oliveira;131;2023
2023131020;Juliana Rodrigues Martins;131;2023
2023131021;Kamila Gomes Costa;131;2023
2023131022;Leandro Almeida Alves;131;2023
2023131023;Lucas Martins Nascimento;131;2023
2023131024;Mariana Rocha Fernandes;131;2023
2023131025;Milena Nascimento Freitas;131;2023
2023131026;Natanael Lima Correia;131;2023
2023131027;Nicolas Ribeiro Martins;131;2023
2023131028;Olivia Alves Alves;131;2023
2023131029;Paulo Barbosa Freitas;131;2023
2023131030;Priscila Araujo Batista;131;2023
2023131031;Quezia Melo Correia;131;2023
2023131032;Rafael Freitas Batista;131;2023
2023131033;Renato Fernandes Pinto;131;2023
2023131034;Sabrina Moura Pinto;131;2023
2023131035;Tatiane Carvalho Oliveira;131;2023
2023131036;Tiago Teixeira Oliveira;131;2023
2023131037;Ursula Correia Costa;131;2023
2023131038;Vitor Monteiro Nascimento;131;2023
2023131039;Wesley Cardoso Fernandes;131;2023
2023131040;Yasmin Batista Martins;131;2023
2023132001;Amanda Mendes Barbosa;132;2023
2023132002;Ana Pereira Rodrigues;132;2023
2023132003;Beatriz Pinto Moura;132;2023
2023132004;Bruno Costa Lima;132;2023
2023132005;Caio Silva Monteiro;132;2023
2023132006;Carla Rodrigues Carvalho;132;2023
2023132007;Daniel Almeida Rocha;132;2023
2023132008;Diego Santos Campos;132;2023
2023132009;Eduarda Nascimento Barbosa;132;2023
2023132010;Elisa Oliveira Silva;132;2023
2023132011;Felipe Lima Moura;132;2023
2023132012;Fernanda Souza Souza;132;2023
2023132013;Gabriela Araujo Monteiro;132;2023
2023132014;Gustavo Pereira Rodrigues;132;2023
2023132015;Helena Costa Lima;132;2023
2023132016;Henrique Fernandes Campos;132;2023
2023132017;Igor Rodrigues Carvalho;132;2023
2023132018;Isabela Carvalho Silva;132;2023
2023132019;Joao Gomes Souza;132;2023
2023132020;Juliana Almeida Rocha;132;2023
2023132021;Kamila Martins Rodrigues;132;2023
2023132022;Leandro Nascimento Barbosa;132;2023
2023132023;Lucas Rocha Lima;132;2023
2023132024;Mariana Ribeiro Carvalho;132;2023
2023132025;Milena Lima Moura;132;2023
2023132026;Natanael Araujo Monteiro;132;2023
2023132027;Nicolas Alves Rocha;132;2023
2023132028;Olivia Barbosa Barbosa;132;2023
2023132029;Paulo Melo Moura;132;2023
2023132030;Priscila Fernandes Campos;132;2023
2023132031;Quezia Freitas Monteiro;132;2023
2023132032;Rafael Moura Campos;132;2023
2023132033;Renato Carvalho Silva;132;2023
2023132034;Sabrina Teixeira Silva;132;2023
2023132035;Tatiane Gomes Souza;132;2023
2023132036;Tiago Correia Souza;132;2023
2023132037;Ursula Monteiro Rodrigues;132;2023
2023132038;Vitor Cardoso Lima;132;2023
2023132039;Wesley Batista Carvalho;132;2023
2023132040;Yasmin Campos Rocha;132;2023
2023211001;Amanda Mendes Barbosa;211;2023
2023211002;Ana Pereira Rodrigues;211;2023
2023211003;Beatriz Pinto Moura;211;2023
2023211004;Bruno Costa Lima;211;2023
2023211005;Caio Silva Monteiro;211;2023
2023211006;Carla Rodrigues Carvalho;211;2023
2023211007;Daniel Almeida Rocha;211;2023
2023211008;Diego Santos Campos;211;2023
2023211009;Eduarda Nascimento Barbosa;211;2023
2023211010;Elisa Oliveira Silva;211;2023
2023211011;Felipe Lima Moura;211;2023
2023211012;Fernanda Souza Souza;211;2023
2023211013;Gabriela Araujo Monteiro;211;2023
2023211014;Gustavo Pereira Rodrigues;211;2023
2023211015;Helena Costa Lima;211;2023
2023211016;Henrique Fernandes Campos;211;2023
2023211017;Igor Rodrigues Carvalho;211;2023
2023211018;Isabela Carvalho Silva;211;2023
2023211019;Joao Gomes Souza;211;2023
2023211020;Juliana Almeida Rocha;211;2023
2023211021;Kamila Martins Rodrigues;211;2023
2023211022;Leandro Nascimento Barbosa;211;2023
2023211023;Lucas Rocha Lima;211;2023
2023211024;Mariana Ribeiro Carvalho;211;2023
2023211025;Milena Lima Moura;211;2023
2023211026;Natanael Araujo Monteiro;211;2023
2023211027;Nicolas Alves Rocha;211;2023
2023211028;Olivia Barbosa Barbosa;211;2023
2023211029;Paulo Melo Moura;211;2023
2023211030;Priscila Fernandes Campos;211;2023
2023211031;Quezia Freitas Monteiro;211;2023
2023211032;Rafael Moura Campos;211;2023
2023211033;Renato Carvalho Silva;211;2023
2023211034;Sabrina Teixeira Silva;211;2023
2023211035;Tatiane Gomes Souza;211;2023
2023211036;Tiago Correia Souza;211;2023
2023211037;Ursula Monteiro Rodrigues;211;2023
2023211038;Vitor Cardoso Lima;211;2023
2023211039;Wesley Batista Carvalho;211;2023
2023211040;Yasmin Campos Rocha;211;2023
2023212001;Amanda Mendes Barbosa;212;2023
2023212002;Ana Pereira Rodrigues;212;2023
2023212003;Beatriz Pinto Moura;212;2023
2023212004;Bruno Costa Lima;212;2023
2023212005;Caio Silva Monteiro;212;2023
2023212006;Carla Rodrigues Carvalho;212;2023
2023212007;Daniel Almeida Rocha;212;2023
2023212008;Diego Santos Campos;212;2023
2023212009;Eduarda Nascimento Barbosa;212;2023
2023212010;Elisa Oliveira Silva;212;2023
2023212011;Felipe Lima Moura;212;2023
2023212012;Fernanda Souza Souza;212;2023
2023212013;Gabriela Araujo Monteiro;212;2023
2023212014;Gustavo Pereira Rodrigues;212;2023
2023212015;Helena Costa Lima;212;2023
2023212016;Henrique Fernandes Campos;212;2023
2023212017;Igor Rodrigues Carvalho;212;2023
2023212018;Isabela Carvalho Silva;212;2023
2023212019;Joao Gomes Souza;212;2023
2023212020;Juliana Almeida Rocha;212;2023
2023212021;Kamila Martins Rodrigues;212;2023
2023212022;Leandro Nascimento Barbosa;212;2023
2023212023;Lucas Rocha Lima;212;2023
2023212024;Mariana Ribeiro Carvalho;212;2023
2023212025;Milena Lima Moura;212;2023
2023212026;Natanael Araujo Monteiro;212;2023
2023212027;Nicolas Alves Rocha;212;2023
2023212028;Olivia Barbosa Barbosa;212;2023
2023212029;Paulo Melo Moura;212;2023
2023212030;Priscila Fernandes Campos;212;2023
2023212031;Quezia Freitas Monteiro;212;2023
2023212032;Rafael Moura Campos;212;2023
2023212033;Renato Carvalho Silva;212;2023
2023212034;Sabrina Teixeira Silva;212;2023
2023212035;Tatiane Gomes Souza;212;2023
2023212036;Tiago Correia Souza;212;2023
2023212037;Ursula Monteiro Rodrigues;212;2023
2023212038;Vitor Cardoso Lima;212;2023
2023212039;Wesley Batista Carvalho;212;2023
2023212040;Yasmin Campos Rocha;212;2023
2023213001;Amanda Pinto Melo;213;2023
2023213002;Ana Costa Almeida;213;2023
2023213003;Beatriz Silva Teixeira;213;2023
2023213004;Bruno Rodrigues Araujo;213;2023
2023213005;Caio Santos Cardoso;213;2023
2023213006;Carla Almeida Gomes;213;2023
2023213007;Daniel Nascimento Ribeiro;213;2023
2023213008;Diego Oliveira Mendes;213;2023
2023213009;Eduarda Lima Melo;213;2023
2023213010;Elisa Souza Santos;213;2023
2023213011;Felipe Araujo Teixeira;213;2023
2023213012;Fernanda Pereira Pereira;213;2023
2023213013;Gabriela Fernandes Cardoso;213;2023
2023213014;Gustavo Costa Almeida;213;2023
2023213015;Helena Rodrigues Araujo;213;2023
2023213016;Henrique Carvalho Mendes;213;2023
2023213017;Igor Almeida Gomes;213;2023
2023213018;Isabela Gomes Santos;213;2023
2023213019;Joao Martins Pereira;213;2023
2023213020;Juliana Nascimento Ribeiro;213;2023
2023213021;Kamila Rocha Almeida;213;2023
2023213022;Leandro Lima Melo;213;2023
2023213023;Lucas Ribeiro Araujo;213;2023
2023213024;Mariana Alves Gomes;213;2023
2023213025;Milena Araujo Teixeira;213;2023
2023213026;Natanael Fernandes Cardoso;213;2023
2023213027;Nicolas Barbosa Ribeiro;213;2023
2023213028;Olivia Melo Melo;213;2023
2023213029;Paulo Freitas Teixeira;213;2023
2023213030;Priscila Carvalho Mendes;213;2023
2023213031;Quezia Moura Cardoso;213;2023
2023213032;Rafael Teixeira Mendes;213;2023
2023213033;Renato Gomes Santos;213;2023
2023213034;Sabrina Correia Santos;213;2023
2023213035;Tatiane Martins Pereira;213;2023
2023213036;Tiago Monteiro Pereira;213;2023
2023213037;Ursula Cardoso Almeida;213;2023
2023213038;Vitor Batista Araujo;213;2023
2023213039;Wesley Campos Gomes;213;2023
2023213040;Yasmin Mendes Ribeiro;213;2023
2023214001;Amanda Pinto Melo;214;2023
2023214002;Ana Costa Almeida;214;2023
2023214003;Beatriz Silva Teixeira;214;2023
2023214004;Bruno Rodrigues Araujo;214;2023
2023214005;Caio Santos Cardoso;214;2023
2023214006;Carla Almeida Gomes;214;2023
2023214007;Daniel Nascimento Ribeiro;214;2023
2023214008;Diego Oliveira Mendes;214;2023
2023214009;Eduarda Lima Melo;214;2023
2023214010;Elisa Souza Santos;214;2023
2023214011;Felipe Araujo Teixeira;214;2023
2023214012;Fernanda Pereira Pereira;214;2023
2023214013;Gabriela Fernandes Cardoso;214;2023
2023214014;Gustavo Costa Almeida;214;2023
2023214015;Helena Rodrigues Araujo;214;2023
2023214016;Henrique Carvalho Mendes;214;2023
2023214017;Igor Almeida Gomes;214;2023
2023214018;Isabela Gomes Santos;214;2023
2023214019;Joao Martins Pereira;214;2023
2023214020;Juliana Nascimento Ribeiro;214;2023
2023214021;Kamila Rocha Almeida;214;2023
2023214022;Leandro Lima Melo;214;2023
2023214023;Lucas Ribeiro Araujo;214;2023
2023214024;Mariana Alves Gomes;214;2023
2023214025;Milena Araujo Teixeira;214;2023
2023214026;Natanael Fernandes Cardoso;214;2023
2023214027;Nicolas Barbosa Ribeiro;214;2023
2023214028;Olivia Melo Melo;214;2023
2023214029;Paulo Freitas Teixeira;214;2023
2023214030;Priscila Carvalho Mendes;214;2023
2023214031;Quezia Moura Cardoso;214;2023
2023214032;Rafael Teixeira Mendes;214;2023
2023214033;Renato Gomes Santos;214;2023
2023214034;Sabrina Correia Santos;214;2023
2023214035;Tatiane Martins Pereira;214;2023
2023214036;Tiago Monteiro Pereira;214;2023
2023214037;Ursula Cardoso Almeida;214;2023
2023214038;Vitor Batista Araujo;214;2023
2023214039;Wesley Campos Gomes;214;2023
2023214040;Yasmin Mendes Ribeiro;214;2023
2023215001;Amanda Pinto Melo;215;2023
2023215002;Ana Costa Almeida;215;2023
2023215003;Beatriz Silva Teixeira;215;2023
2023215004;Bruno Rodrigues Araujo;215;2023
2023215005;Caio Santos Cardoso;215;2023
2023215006;Carla Almeida Gomes;215;2023
2023215007;Daniel Nascimento Ribeiro;215;2023
2023215008;Diego Oliveira Mendes;215;2023
2023215009;Eduarda Lima Melo;215;2023
2023215010;Elisa Souza Santos;215;2023
2023215011;Felipe Araujo Teixeira;215;2023
2023215012;Fernanda Pereira Pereira;215;2023
2023215013;Gabriela Fernandes Cardoso;215;2023
2023215014;Gustavo Costa Almeida;215;2023
2023215015;Helena Rodrigues Araujo;215;2023
2023215016;Henrique Carvalho Mendes;215;2023
2023215017;Igor Almeida Gomes;215;2023
2023215018;Isabela Gomes Santos;215;2023
2023215019;Joao Martins Pereira;215;2023
2023215020;Juliana Nascimento Ribeiro;215;2023
2023215021;Kamila Rocha Almeida;215;2023
2023215022;Leandro Lima Melo;215;2023
2023215023;Lucas Ribeiro Araujo;215;2023
2023215024;Mariana Alves Gomes;215;2023
2023215025;Milena Araujo Teixeira;215;2023
2023215026;Natanael Fernandes Cardoso;215;2023
2023215027;Nicolas Barbosa Ribeiro;215;2023
2023215028;Olivia Melo Melo;215;2023
2023215029;Paulo Freitas Teixeira;215;2023
2023215030;Priscila Carvalho Mendes;215;2023
2023215031;Quezia Moura Cardoso;215;2023
2023215032;Rafael Teixeira Mendes;215;2023
2023215033;Renato Gomes Santos;215;2023
2023215034;Sabrina Correia Santos;215;2023
2023215035;Tatiane Martins Pereira;215;2023
2023215036;Tiago Monteiro Pereira;215;2023
2023215037;Ursula Cardoso Almeida;215;2023
2023215038;Vitor Batista Araujo;215;2023
2023215039;Wesley Campos Gomes;215;2023
2023215040;Yasmin Mendes Ribeiro;215;2023
2023216001;Amanda Pinto Melo;216;2023
2023216002;Ana Costa Almeida;216;2023
2023216003;Beatriz Silva Teixeira;216;2023
2023216004;Bruno Rodrigues Araujo;216;2023
2023216005;Caio Santos Cardoso;216;2023
2023216006;Carla Almeida Gomes;216;2023
2023216007;Daniel Nascimento Ribeiro;216;2023
2023216008;Diego Oliveira Mendes;216;2023
2023216009;Eduarda Lima Melo;216;2023
2023216010;Elisa Souza Santos;216;2023
2023216011;Felipe Araujo Teixeira;216;2023
2023216012;Fernanda Pereira Pereira;216;2023
2023216013;Gabriela Fernandes Cardoso;216;2023
2023216014;Gustavo Costa Almeida;216;2023
2023216015;Helena Rodrigues Araujo;216;2023
2023216016;Henrique Carvalho Mendes;216;2023
2023216017;Igor Almeida Gomes;216;2023
2023216018;Isabela Gomes Santos;216;2023
2023216019;Joao Martins Pereira;216;2023
2023216020;Juliana Nascimento Ribeiro;216;2023
2023216021;Kamila Rocha Almeida;216;2023
2023216022;Leandro Lima Melo;216;2023
2023216023;Lucas Ribeiro Araujo;216;2023
2023216024;Mariana Alves Gomes;216;2023
2023216025;Milena Araujo Teixeira;216;2023
2023216026;Natanael Fernandes Cardoso;216;2023
2023216027;Nicolas Barbosa Ribeiro;216;2023
2023216028;Olivia Melo Melo;216;2023
2023216029;Paulo Freitas Teixeira;216;2023
2023216030;Priscila Carvalho Mendes;216;2023
2023216031;Quezia Moura Cardoso;216;2023
2023216032;Rafael Teixeira Mendes;216;2023
2023216033;Renato Gomes Santos;216;2023
2023216034;Sabrina Correia Santos;216;2023
2023216035;Tatiane Martins Pereira;216;2023
2023216036;Tiago Monteiro Pereira;216;2023
2023216037;Ursula Cardoso Almeida;216;2023
2023216038;Vitor Batista Araujo;216;2023
2023216039;Wesley Campos Gomes;216;2023
